timestamp,latitude,longitude,pm2_5,pm10,co2,temperature,humidity,wind_speed,wind_direction
2026-08-07 22:40:00,19.049871,73.070328,36.11,57.8,515.07,24.18,86.32,2.39,202.5
2026-08-07 22:45:00,19.059071,73.064751,36.22,56.57,492.14,25.19,89.54,2.84,214.6
2026-08-07 22:50:00,19.056888,73.069981,32.79,61.72,512.39,24.95,90.24,2.37,206.6
2026-08-07 22:55:00,19.051901,73.062087,30.49,52.66,512.25,24.62,87.95,1.86,214.6
2026-08-07 23:00:00,19.047075,73.075484,33.7,54.25,534.44,24.01,90.32,2.61,229.7
2026-08-07 23:05:00,19.045608,73.07506,33.09,57.73,498.53,24.52,90.6,2.33,217.8
2026-08-07 23:10:00,19.055283,73.067858,48.4,79.66,508.83,24.02,86.74,2.53,191.1
2026-08-07 23:15:00,19.051384,73.070815,33.78,59.17,529.46,24.89,89.08,2.51,218.6
2026-08-07 23:20:00,19.052297,73.057502,33.78,51.41,516.58,24.63,91.56,2.48,228.7
2026-08-07 23:25:00,19.042953,73.06352,35.34,59.97,517.41,24.35,91.63,2.76,212.0
2026-08-07 23:30:00,19.054175,73.06766,45.5,74.2,512.64,23.44,88.95,2.2,227.4
2026-08-07 23:35:00,19.052189,73.063924,34.72,65.05,514.53,23.92,91.4,2.47,207.9
2026-08-07 23:40:00,19.045616,73.072499,30.39,56.16,518.76,24.48,93.05,2.78,199.1
2026-08-07 23:45:00,19.0483,73.078657,33.5,50.61,502.67,24.64,92.69,2.47,219.4
2026-08-07 23:50:00,19.051388,73.063422,37.43,57.28,519.33,24.58,91.2,2.24,197.4
2026-08-07 23:55:00,19.0505,73.06505,33.07,59.3,496.63,23.61,90.6,2.82,216.4
2026-08-08 00:00:00,19.049053,73.0702,26.31,57.54,511.33,24.25,90.38,2.95,235.4
2026-08-08 00:05:00,19.049845,73.076803,28.1,54.46,509.84,24.48,92.42,2.67,197.8
2026-08-08 00:10:00,19.049222,73.063203,30.23,61.33,501.9,23.53,91.99,2.21,206.2
2026-08-08 00:15:00,19.050921,73.070265,31.24,59.76,507.86,24.09,92.83,2.89,209.9
2026-08-08 00:20:00,19.05646,73.077812,31.1,54.04,501.89,24.17,91.98,2.31,222.3
2026-08-08 00:25:00,19.0395,73.061142,32.15,58.08,497.44,23.96,93.26,2.82,219.4
2026-08-08 00:30:00,19.049285,73.062921,31.47,63.0,504.66,23.4,92.0,2.53,241.4
2026-08-08 00:35:00,19.051021,73.067037,37.04,66.52,497.2,23.93,93.28,2.47,236.8
2026-08-08 00:40:00,19.051523,73.066571,34.86,56.27,511.53,23.91,93.47,2.66,232.0
2026-08-08 00:45:00,19.048718,73.07297,30.17,51.51,496.86,23.97,90.48,2.74,228.6
2026-08-08 00:50:00,19.042902,73.07023,33.29,61.19,515.55,23.82,88.7,2.64,232.3
2026-08-08 00:55:00,19.051658,73.06055,28.9,51.37,496.7,23.85,94.75,2.96,218.0
